id_number,Finished,Progress,Duration,Year,Month,Day,adults,children,postcode,exp_house_inc_2021,work_mood_2019,work_mood_2020,avg_work_hour_2019,avg_work_hour_2020,TDW_2019,EM_2019,EE_2019,LT_2019,ON_2019,TDW_2020,EM_2020,EE_2020,LT_2020,ON_2020,work_stability_2019,work_stability_2020,comfortable_2019,lonely_2019,active_2019,connected_2019,peaceful_2019,chaotic_2019,comfortable_2020,lonely_2020,active_2020,connected_2020,peaceful_2020,chaotic_2020,mental_cond_2019,mental_cond_2020,age_group,new_house_inc_2019,new_house_inc_2020
110,1,100,448.77193997910825,2021,1,10,1,0,3127,199688.65167983726,2,1,3,5,1,0,0,0,0,1,0,0,1,0,1,2,1,1,0,0,0,1,1,0,0,0,1,1,1,1,"(61.6,74.8]",129827.11060175412,117648.18921859498
111,1,100,221.6645831369581,2021,1,25,5,0,3080,161434.66855179105,4,3,6,1,1,1,0,0,0,1,0,0,0,0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,1,2,"(48.4,61.6]",142655.2787101552,147893.83107574718
112,1,100,502.85982677892724,2021,1,20,2,2,3087,201417.89270930568,4,6,1,5,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,3,1,"(35.2,48.4]",106401.93091473076,0
113,1,100,1040.8250557385734,2021,1,5,3,0,3093,153889.66330416256,2,1,5,1,1,0,1,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,1,0,1,0,0,0,1,3,1,"(48.4,61.6]",226342.95866530444,97763.17952470554
114,1,100,1137.4388068803928,2021,1,27,2,2,3027,77230.3328593907,2,6,5,6,1,0,1,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,1,0,0,1,0,1,2,2,"(21.9,35.2]",109123.59278236315,0
115,1,100,195.9345709391221,2021,1,1,2,1,3109,0,6,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,0,0,1,0,0,0,0,0,0,0,0,1,2,1,"(48.4,61.6]",65100.423955920785,0
116,1,100,585.8787606902281,2021,1,11,3,-0,3098,166346.44909506335,6,6,4,1,1,0,0,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0,1,0,0,0,0,1,3,1,"(48.4,61.6]",145422.27055339693,0
117,1,100,1050.5209208423037,2021,1,21,3,1,3081,163474.21584712347,2,6,1,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,3,"(48.4,61.6]",55453.15614887032,227844.02970620972
118,1,100,444.0420768580801,2021,1,2,3,0,3091,65499.52403599473,5,6,6,1,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,1,0,0,1,0,0,3,1,"(48.4,61.6]",148426.880128906,155590.67470949332
119,1,100,238.63010926404817,2021,1,7,2,1,3201,168337.29972891824,3,5,6,1,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,1,1,0,0,1,0,1,3,2,"(48.4,61.6]",137728.4891793526,101383.44471887135
120,1,100,1158.0442824839788,2021,1,11,1,1,3024,248303.63144765169,6,2,6,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0,1,3,"(35.2,48.4]",133193.1901318537,0
121,1,100,139.83956095313744,2021,1,2,3,1,3111,135306.43489096613,2,2,6,6,1,0,0,0,0,0,1,0,1,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,2,2,"(35.2,48.4]",167233.50376935938,137164.39547750072
122,1,100,2927.405055936821,2021,1,15,1,2,3050,119457.45060133985,2,1,4,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"(48.4,61.6]",102368.74159305429,0
123,1,100,389.27969200800686,2021,1,31,2,2,3001,94518.2214906528,2,2,3,2,0,1,0,0,0,0,0,0,1,0,4,3,0,0,1,0,1,0,0,0,0,1,0,1,3,3,"(61.6,74.8]",150096.92477912124,113079.21197884738
124,1,100,251.32649858227774,2021,1,14,4,2,3071,197793.1746830912,4,6,6,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,2,"(48.4,61.6]",77696.60528719146,62351.877863442205
125,1,100,566.6944804256666,2021,1,14,1,1,3011,141239.79491939413,2,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0,0,1,0,1,1,3,"(48.4,61.6]",124760.33567018034,0
126,1,100,1030.3481462890554,2021,1,8,3,2,3041,144638.7892677915,2,6,1,1,1,0,0,0,1,1,0,0,1,1,1,3,0,0,1,1,0,0,0,0,0,1,0,1,1,2,"(48.4,61.6]",124403.28934981245,102169.76874109617
127,1,100,460.91761509337135,2021,1,22,3,1,3033,115332.20049168679,2,6,4,2,1,0,0,0,0,1,0,0,1,0,4,4,0,0,1,0,0,1,1,0,0,1,0,0,2,3,"(48.4,61.6]",144438.26696167697,0
128,1,100,840.3712854151297,2021,1,17,3,2,3058,0,6,6,4,1,0,0,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,2,1,"(48.4,61.6]",182685.91194547428,144854.20135226907
129,1,100,860.5842236107316,2021,1,7,2,2,3189,87909.57503104756,2,1,5,1,1,0,1,0,1,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,1,1,1,0,1,0,1,2,1,"(48.4,61.6]",89521.59564758434,0
130,1,100,237.3797136917141,2021,1,1,3,0,3202,0,2,1,6,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,0,0,0,0,1,0,0,2,1,"(35.2,48.4]",97029.84566195542,285960.47296405607
131,1,100,435.99505087053444,2021,1,29,2,1,3098,70396.85218136075,6,2,6,1,1,0,0,0,0,1,0,0,1,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,2,1,"(35.2,48.4]",97791.01276062544,145485.3188404621
132,1,100,165.4213860142436,2021,1,12,3,2,3094,0,3,1,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,1,1,1,0,0,1,0,0,1,1,1,2,3,"(61.6,74.8]",124574.27583386886,106720.21507983675
133,1,100,336.16367031345146,2021,1,2,1,0,3141,152935.74076163274,1,6,6,1,0,0,0,1,0,1,0,0,1,0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,3,2,"(48.4,61.6]",251044.85013520374,223188.00997914033
134,1,100,815.8416209126726,2021,1,9,2,0,3100,133369.95791811845,2,3,4,6,1,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,1,1,1,0,0,1,0,0,2,2,"(48.4,61.6]",138691.2780522501,0
135,1,100,56.57342122009488,2021,1,24,3,1,3136,0,2,6,6,1,1,0,0,0,0,1,0,1,1,1,1,2,0,0,1,0,0,1,1,0,0,1,0,0,1,1,"(61.6,74.8]",89549.36770434352,0
136,1,100,1056.8647852968018,2021,1,10,2,1,3068,98952.14836845099,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,1,1,0,0,0,0,3,2,"(48.4,61.6]",116673.479211971,130680.15280824402
137,1,100,852.2089860071512,2021,1,14,2,1,3052,109653.8026119512,2,1,6,1,1,0,0,0,1,NA,NA,NA,NA,NA,3,NA,0,0,1,1,0,0,1,0,0,1,0,1,3,1,"(48.4,61.6]",47044.59947280756,172335.8211854838
138,1,100,562.8745106928371,2021,1,7,2,2,3207,140428.75639484107,5,6,1,6,1,1,1,0,1,0,1,0,0,0,1,3,1,0,1,0,0,1,1,0,0,0,0,1,3,2,"(35.2,48.4]",94131.31676155125,0
139,1,100,1727.4714580049338,2021,1,19,3,2,3084,100288.9633088772,3,6,4,5,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2,1,"(48.4,61.6]",84173.6082363587,171275.65242978933
140,1,100,708.9339403767507,2021,1,21,1,3,3158,170124.75806399726,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,3,"(48.4,61.6]",73155.72840118896,143923.3471025502
141,1,100,1144.5827070349478,2021,1,8,2,0,3036,283672.94540089846,2,6,6,1,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,3,3,"(35.2,48.4]",56372.32702244855,0
142,1,100,2051.915823845587,2021,1,23,1,1,3158,0,2,6,6,1,1,0,0,1,0,0,0,1,0,0,1,4,0,0,1,0,0,0,1,0,0,0,1,1,1,2,"(48.4,61.6]",90377.25577784947,71990.51929638443
143,1,100,1891.534838696708,2021,1,1,2,2,3064,85050.95024586948,2,2,6,6,1,0,0,0,0,0,0,0,1,0,1,4,1,0,1,1,0,0,0,0,1,1,1,1,1,2,"(48.4,61.6]",31070.016571791566,182746.6796679377
144,1,100,167.64607725642227,2021,1,19,3,1,3200,83875.21494352401,2,6,6,6,1,0,1,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,1,0,0,1,2,"(35.2,48.4]",148336.4895359969,102796.11770932608
145,1,100,240.42062947646616,2021,1,13,2,-0,3091,107393.74306694437,6,1,5,1,1,0,0,1,1,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,1,0,0,0,0,1,1,1,"(35.2,48.4]",70291.96442704581,106273.38732570935
146,1,100,1008.5469160401129,2021,1,30,2,1,3056,150649.27646983677,2,6,6,6,1,0,0,0,0,0,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,1,0,0,1,2,"(48.4,61.6]",131812.64170961658,236231.7654896218
147,1,100,2146.446129842473,2021,1,4,3,1,3108,104436.1700061059,2,3,6,4,0,0,0,0,1,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,"(48.4,61.6]",39242.33968621365,246299.8026447862
148,1,100,3208.1211450252754,2021,1,19,2,1,3146,94151.16517479642,2,6,2,5,1,0,0,0,0,1,0,0,1,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,1,1,"(48.4,61.6]",168049.47640810735,0
149,1,100,102.8464231411935,2021,1,13,1,1,3146,0,4,4,6,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,1,1,3,"(48.4,61.6]",116750.06549299364,0
150,1,100,903.4967909785156,2021,1,2,2,1,3189,68546.64751392473,6,1,6,1,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,1,2,"(35.2,48.4]",65189.32536565101,0
151,1,100,767.2676912865917,2021,1,28,2,-0,3008,189428.9169830975,4,5,4,2,1,0,0,0,0,0,0,0,1,0,3,4,1,0,1,1,0,0,0,0,0,1,0,0,3,3,"(48.4,61.6]",210684.4499814896,146786.13456621938
152,1,100,526.6732134190153,2021,1,27,3,-0,3149,118534.22311015584,2,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,3,NA,1,0,0,0,1,0,1,0,0,0,0,0,3,2,"(35.2,48.4]",212244.50033199388,191401.85477474408
153,1,100,508.94799593707353,2021,1,16,3,0,3093,118432.4669519064,2,6,4,3,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"(35.2,48.4]",NA,72632.31422523086
154,1,100,439.6287587601362,2021,1,25,3,0,3090,85149.17137922822,2,5,6,3,1,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,1,0,1,1,0,0,1,2,"(48.4,61.6]",271736.3645831302,81450.47289290905
155,1,100,2221.1807772684765,2021,1,11,2,0,3079,146278.66355458443,2,6,1,3,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,1,1,0,0,1,0,0,1,1,"(35.2,48.4]",107512.68835922582,85710.33167201356
156,1,100,387.6484749713826,2021,1,26,1,-0,3050,138540.7155084074,4,6,6,6,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,2,"(35.2,48.4]",156880.4737907889,144110.46859470767
157,1,100,859.0868656333893,2021,1,16,3,0,3189,239353.143908699,2,6,5,2,1,0,0,1,0,0,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,1,0,0,1,3,"(48.4,61.6]",93050.9691510365,159237.8923286183
158,1,100,182.3132316162858,2021,1,16,5,1,3141,0,2,6,3,1,1,0,0,0,0,1,0,0,1,0,4,3,1,0,1,0,1,0,1,0,0,1,0,0,1,1,"(35.2,48.4]",76536.74745841193,132574.3961823448
159,1,100,358.61384112713745,2021,1,29,2,1,3008,138012.89228332735,2,2,6,1,1,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,1,0,1,3,3,"(48.4,61.6]",58931.055915197256,113323.54000873675
160,1,100,486.4801986004957,2021,1,16,2,0,3176,73201.730699811,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,1,0,0,0,0,0,1,1,0,1,2,"(48.4,61.6]",214179.15676174778,100397.8667499102
161,1,100,483.88653406058023,2021,1,13,2,1,3204,142935.35967413778,2,6,3,1,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0,0,0,1,0,1,0,1,3,1,"(48.4,61.6]",78012.26806540952,82110.0211476425
162,1,100,363.20966314782373,2021,1,16,3,1,3151,70467.99975493057,6,6,6,2,0,0,0,0,1,1,0,0,0,1,1,2,1,0,1,0,0,0,1,0,0,1,1,0,2,3,"(48.4,61.6]",114035.50016614581,169386.577592715
163,0,66,NA,NA,NA,NA,2,3,3135,125811.60755600738,2,6,4,6,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(35.2,48.4]",141786.97389722755,57464.895840638725
164,1,100,1336.6433570667416,2021,1,12,2,-0,3113,89409.48394565273,5,6,6,6,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"(48.4,61.6]",86482.29288788044,162813.32154481477
165,1,100,237.54914566981338,2021,1,24,3,3,3182,119582.40046205801,2,6,2,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,"(35.2,48.4]",193472.59734612014,116606.19096323382
166,1,100,162.2663118593,2021,1,3,1,1,3090,70026.90609770358,2,6,6,5,1,0,0,0,0,1,0,1,0,0,4,4,1,0,1,0,0,0,0,1,0,1,0,1,3,1,"(35.2,48.4]",116226.03489436663,133342.5366027175
167,1,100,1075.5344757990424,2021,1,17,1,0,3203,80832.37027617192,6,2,6,6,0,0,0,0,0,1,1,1,0,0,1,4,0,0,1,0,0,0,1,0,1,1,0,0,3,2,"(48.4,61.6]",184844.2364731205,189024.4492977775
168,1,100,6382.629772001671,2021,1,28,1,4,3196,107225.96550520381,2,1,6,1,1,0,0,1,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,3,"(48.4,61.6]",88738.91898639507,72888.63686615265
169,1,100,504.9875629692962,2021,1,19,1,1,3198,137485.72434819423,6,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,1,0,0,0,0,1,0,0,1,0,0,3,1,"(35.2,48.4]",91805.02904977306,0
170,1,100,568.1857342455897,2021,1,16,2,1,3182,66510.33742395017,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,0,0,0,1,0,0,1,3,"(48.4,61.6]",214874.16203716953,69368.83711379123
171,1,100,650.3726156241963,2021,1,24,4,0,3196,174190.89127600275,2,6,2,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,1,1,1,2,2,"(61.6,74.8]",144802.94947861962,0
172,1,100,204.5695335870658,2021,1,19,1,2,3041,86534.09851930774,2,6,6,2,1,0,0,0,0,1,0,1,1,0,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1,3,"(48.4,61.6]",122082.29592223982,80418.79513808357
173,1,100,1516.5768374753843,2021,1,1,2,0,3165,203454.22093099536,1,6,6,2,1,0,0,1,0,1,0,1,1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,2,3,"(35.2,48.4]",91447.80806142894,0
174,1,100,122.90524310556596,2021,1,27,1,1,3014,107980.43236968192,2,6,5,2,1,0,1,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,1,"(35.2,48.4]",92702.19416531496,0
175,1,100,1560.1251204559337,2021,1,15,3,1,3174,0,3,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,1,0,1,1,0,0,0,0,1,1,0,1,2,"(48.4,61.6]",67656.46647646814,171367.30820323928
176,1,100,435.8438228666328,2021,1,17,3,2,3030,0,2,2,5,1,1,1,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,"(48.4,61.6]",89187.09477920257,151840.64651105812
177,1,100,68.10448387085985,2021,1,19,2,1,3017,112164.45364682292,2,4,6,1,0,0,1,0,0,1,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,1,0,1,3,1,"(35.2,48.4]",80604.0046174503,0
178,1,100,448.7839954917985,2021,1,14,3,2,3150,107434.18603065451,6,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,3,"(48.4,61.6]",137940.9686351446,113725.38241664162
179,1,100,692.3368898875281,2021,1,2,1,0,3088,144836.5661043804,4,3,3,1,1,0,0,0,1,1,0,0,1,1,1,3,0,0,1,1,0,0,0,0,0,1,0,0,1,2,"(35.2,48.4]",208822.29528597533,60913.07133329058
180,1,100,398.20105210282827,2021,1,4,1,0,3157,156155.22299119487,6,3,6,3,0,0,1,1,0,1,0,1,0,0,3,4,1,0,0,0,0,0,1,0,0,0,0,1,1,2,"(48.4,61.6]",119540.93546237511,58832.08128818831
181,1,100,206.58822591629294,2021,1,29,2,2,3145,61073.420948226856,2,6,6,6,1,1,0,1,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,"(48.4,61.6]",145140.48709709378,96502.71186958114
182,1,100,784.2899768532478,2021,1,1,2,0,3148,109948.33673719113,2,6,6,1,1,0,0,0,1,1,0,0,1,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,3,1,"(35.2,48.4]",76046.99075877557,111112.89629091934
183,1,100,382.9510821074992,2021,1,29,2,1,3032,98872.49278280674,2,1,4,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,1,0,0,0,0,0,1,3,1,"(35.2,48.4]",61422.518324888995,0
184,1,100,523.2151556501327,2021,1,24,2,1,3166,135677.4565421917,6,6,5,6,1,0,0,0,0,1,0,0,1,1,3,2,0,1,1,0,0,0,1,0,0,1,0,0,2,1,"(48.4,61.6]",141268.68665329315,203001.34962286268
185,1,100,604.9621283301714,2021,1,20,3,1,3196,130303.06795957782,3,6,6,4,1,0,0,1,0,0,0,1,0,1,1,3,1,1,1,0,1,0,1,0,0,0,0,1,3,2,"(48.4,61.6]",196454.02616878154,56106.27437600665
186,1,100,3211.1787779776323,2021,1,10,3,3,3189,173857.95232848107,4,2,6,5,0,1,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,1,0,0,0,1,0,1,1,1,"(61.6,74.8]",179320.54310694363,0
187,1,100,1049.7187384888032,2021,1,26,2,0,3179,87132.39938137837,6,6,4,6,1,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3,3,"(35.2,48.4]",81845.47829795294,243404.6908943333
188,1,100,1044.255546135111,2021,1,7,2,0,3038,222216.0606203006,6,6,6,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,"(35.2,48.4]",193466.47973374926,188430.7301115743
189,1,100,2437.458649857439,2021,1,2,3,2,3114,133411.13041010904,2,6,4,6,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,"(35.2,48.4]",99505.03194165032,75385.69709094123
190,1,100,1948.9823523723471,2021,1,26,1,0,3174,93374.83622015757,5,1,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,1,1,0,1,1,0,1,3,3,"(48.4,61.6]",112436.41467348224,0
191,1,100,541.9899092923428,2021,1,22,3,0,3158,137971.54186064235,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,2,"(21.9,35.2]",63913.9633412594,115868.32846259417
192,1,100,144.86125299161137,2021,1,12,1,3,3162,157459.61596372398,5,6,6,6,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,2,"(48.4,61.6]",114129.95682654377,213736.6104259039
193,1,100,469.0216947985959,2021,1,6,1,-0,3090,95200.99889304534,2,1,6,1,1,0,1,0,1,NA,NA,NA,NA,NA,4,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,3,"(48.4,61.6]",192198.37239982092,0
194,1,100,123.27408383839462,2021,1,31,4,1,3079,220619.85708792138,2,6,4,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,0,0,0,1,2,2,"(35.2,48.4]",166893.3411185916,100868.81595409446
195,1,100,868.3547123093598,2021,1,14,2,0,3161,185566.61776054895,6,6,6,6,1,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,1,1,0,1,1,0,2,3,"(61.6,74.8]",101296.39755022802,102019.11826622776
196,1,100,385.5570731712176,2021,1,29,2,0,3198,83452.18192774727,6,6,3,1,1,0,1,0,0,1,0,0,1,1,1,3,1,0,1,0,0,0,1,0,0,1,0,0,1,2,"(35.2,48.4]",167641.88597042195,0
197,1,100,3902.5049154909498,2021,1,5,1,-0,3183,93922.51621094889,2,2,2,5,1,0,0,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,2,2,"(48.4,61.6]",86035.3420652085,171913.60114124086
198,1,100,448.89764909610784,2021,1,6,2,3,3118,87743.17744937752,5,2,3,1,1,0,1,1,0,1,0,0,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,1,1,2,"(61.6,74.8]",247091.92948924087,151267.41868455763
199,1,100,787.1136545853371,2021,1,1,2,3,3063,70282.06940046446,3,2,6,6,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,3,3,"(48.4,61.6]",127257.43033810535,108656.16626173674
200,1,100,2350.4876129597087,2021,1,25,3,1,3053,60806.062382373464,2,6,5,2,1,0,1,1,0,1,0,1,0,0,2,2,0,0,1,0,0,0,1,0,1,1,0,0,1,2,"(35.2,48.4]",116831.38936762122,0
201,1,100,179.73611397177268,2021,1,21,4,1,3179,103543.54951397858,2,1,6,1,0,1,0,0,0,NA,NA,NA,NA,NA,2,NA,0,0,0,0,1,0,0,0,0,1,0,1,1,1,"(35.2,48.4]",162951.57514042727,0
202,1,100,65.73088156281675,2021,1,31,3,1,3049,83852.59075723482,2,1,4,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,1,0,0,1,0,0,2,2,"(35.2,48.4]",70473.77410939541,64528.64893417939
203,1,100,743.492814185424,2021,1,8,1,-0,3152,195120.32497071865,2,6,4,1,1,0,0,0,0,1,0,0,1,0,1,3,0,0,1,1,1,0,1,0,0,0,1,1,2,3,"(35.2,48.4]",200195.33391379387,0
204,0,44,NA,NA,NA,NA,1,1,3141,104729.82895934579,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(48.4,61.6]",69864.18672202433,0
205,1,100,574.2877727190466,2021,1,20,1,1,3110,101325.54351359291,2,6,4,6,1,0,1,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,3,"(35.2,48.4]",127552.93528490358,0
206,1,100,1269.7014220149838,2021,1,14,2,0,3159,164659.7935669584,2,4,6,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,"(48.4,61.6]",57158.90631744217,175763.0082121928
207,1,100,6159.773805552577,2021,1,17,4,0,3106,0,6,6,6,1,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,1,3,"(48.4,61.6]",149084.53926151624,137889.2223099922
208,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(35.2,48.4]",199514.76490775644,79335.38244943724
209,1,100,1400.419856916145,2021,1,5,3,0,3124,75517.42666935374,2,4,3,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,2,3,"(35.2,48.4]",164040.63965549006,146013.0304298511
210,1,100,2881.336975521575,2021,1,21,1,2,3178,69636.41805152793,2,6,6,2,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",129612.26284273763,0
211,1,100,523.0908180357671,2021,1,9,1,1,3082,95469.89913689953,3,1,1,1,0,0,0,1,0,0,0,0,1,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,3,2,"(35.2,48.4]",99482.01138786002,74384.53525754072
212,1,100,997.6762227411795,2021,1,14,3,0,3044,125159.81614890159,2,6,6,3,1,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,1,0,0,3,1,"(48.4,61.6]",169671.7513891832,82228.10066942821
213,1,100,432.6024131814709,2021,1,5,2,1,3061,99104.3641629246,3,2,6,4,1,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,1,1,0,0,0,0,3,2,"(35.2,48.4]",67785.53940465658,105271.1810804028
214,1,100,749.1241922085451,2021,1,1,1,3,3049,140998.57234873108,2,3,6,4,1,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,1,0,1,0,0,1,1,1,2,3,"(48.4,61.6]",83043.25779431174,0
215,1,100,649.8550687910674,2021,1,23,1,1,3150,117629.0107493439,3,6,6,6,1,0,0,0,0,1,0,1,0,0,4,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,"(35.2,48.4]",41186.411258158616,183243.01638382053
216,1,100,198.19553751140532,2021,1,9,1,2,3174,0,2,4,3,1,1,0,0,0,0,1,0,1,1,0,1,3,0,0,1,0,0,0,1,0,1,1,0,0,2,1,"(61.6,74.8]",85469.49262104262,107956.59558957693
217,1,100,207.62652588475171,2021,1,26,4,0,3042,81884.6835143321,1,3,4,5,1,0,1,0,0,1,1,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,2,2,"(48.4,61.6]",173594.79399906142,91432.93249132112
218,1,100,127.83869334604003,2021,1,5,3,1,3175,265878.55263441824,2,1,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,1,0,0,1,0,1,1,2,"(48.4,61.6]",51797.04804858162,131807.39748496504
219,1,100,214.63805845301562,2021,1,15,1,-0,3146,277716.9640884628,2,2,1,1,1,0,1,1,0,0,0,1,0,0,1,2,0,0,1,1,1,0,1,1,0,0,1,0,3,3,"(48.4,61.6]",86874.31795430554,96382.15096064996
220,1,100,998.7366567986717,2021,1,24,1,2,3128,0,2,6,6,1,1,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"(48.4,61.6]",232806.91796985466,0
